980076,Перфоратор электрический Patriot RH 450 (140301450) 1300 Вт 10 Дж SDS-max,13860.0
672590,"Дрель-шуруповерт аккумуляторная ударная Интерскол ДАУ-13/18ВК (573.1.2.70) 18В 2х1,5Ач Li-Ion 2 АКБ иЗУ",7728.0
166621,"Дрель-шуруповерт аккумуляторная ударная Makita HP347DWE 14,4В 2х1,5Ач Li-Ion",10089.0
102378,Дрель безударная Интерскол Д-16/1050Р2 (369.1.0.00) 1050 Вт,7500.0
654261,"Перфоратор электрический ЗУБР П-22-650 650 Вт 2,3 Дж SDS-plus",5220.0
824912,Пила торцовочная электрическая Einhell TC-SM 2131/1 Dual (4300390) 1800 Вт 210 мм,16194.0
654263,Пила торцовочная электрическая ЗУБР ЗПТ-255-1800 ПЛ 1800 Вт 255 мм,17830.0
660984,"Бензопила Huter BS-45М (70/6/4) 3,1 л.с. 16"" шаг 3/8"" паз 1,3 мм 57 звеньев",8090.0
828648,Муфта Fubag (180110 B) для соединения 1/4 ВР,330.0
635106,Отбойный молоток электрический Einhell TE-DH 12 (4139100) 1050 Вт 12 Дж SDS-max,18724.0
942209,Реноватор электрический Einhell TE-MG 300 EQ (4465150) 300 Вт 14 предметов,8715.0
611807,Гайковерт ударный Einhell CC-IW 450 (2048304) 450 Вт,6720.0
163227,"Бензопила Champion 125T 0,95 л.с. 10"" шаг 3/8"" паз 1,3 мм 40 звеньев",8490.0
681541,Ножовка по фанере КМ 350 мм мелкий зуб,424.0
804308,Пила сабельная аккумуляторная Makita DJR186RFE 18В Li-Ion с АКБ и ЗУ,24371.0
105254,Ножовка по дереву Hesler Teflon 500 мм 7 зуб/дюйм крупный зуб,454.0
612668,Шуруповерт аккумуляторный Makita DDF083Z 18В Li-Ion без АКБ и ЗУ,8663.0
813809,Шлифмашина угловая электрическая Зубр УШМ-П230-2100 ПВ 2100 Вт d230 мм,7850.0
129621,"Отбойный молоток электрический Makita HM1203C 1510 Вт 25,5 Дж SDS-max",44586.0
961843,"Краскопульт электрический Deko DKSG600 (063-4291) 600 Вт 0,8 л",2050.0
828658,Штуцер Fubag (180141 B) для соединения 3/8 НР,110.0
684971,"Дрель-шуруповерт аккумуляторная Makita DDF453SYE (DDF453SYE) 18В 2х1,5Ач Li-Ion",12337.0
668545,"Пила цепная аккумуляторная КМ АТОМ (ССS-181BL) 14"" шаг 3/8"" паз 1,3 мм 52 звена Li-Ion 36В без АКБ и ЗУ",9799.0
804309,"Отвертка аккумуляторная безударная Makita (DF001DW) 3,6В 1х1,5Ач Li-Ion",4810.0
758396,"Пылесос аккумуляторный КМ АТОМ (CCVC-181) 0,5 л 18В Li-Ion без АКБ и ЗУ",2500.0
633378,Дрель-шуруповерт аккумуляторная ударная DeWalt DCD796NT-XJ 18В Li-Ion без АКБ и ЗУ,14610.0
633392,Шлифмашина угловая аккумуляторная DeWalt DCG412N-XJ 18В Li-Ion d125 мм без АКБ и ЗУ,11871.0
505053,Пила торцовочная электрическая Metabo KGS 254 M sеt (690828000) 1800 Вт 254 мм,44095.0
803780,Пила сабельная аккумуляторная Makita DJR186Z 18В Li-Ion без АКБ и ЗУ,10112.0
615984,Краскопульт пневматический Metabo (601575000) FSP 600,5564.0
885921,"Пистолет для герметика аккумуляторный Toua (DCG72-600) 7,2В Li-Ion",10920.0
162991,Фен строительный электрический Einhell TE-HA 2000E (4520195) 2000 Вт,5145.0
615987,Пистолет пневматический Metabo (601569000) SSP 1000 пескоструйный,3412.0
691773,Шлифмашина эксцентриковая пневматическая Fubag SR150CV (100182) d150 мм,4120.0
504612,Перфоратор электрический Einhell TE-RH 32 E (4257940) 1250 Вт 5 Дж SDS-plus,15015.0
153777,Пила торцовочная электрическая Einhell TH-MS (TC-MS) 2112 (4300295) 1400 Вт 210 мм,9914.0
967833,Фен строительный электрический Зубр ФТ-П2000 М2Д 2000 Вт,4490.0
967207,Дрель-шуруповерт аккумуляторная безударная щеточная Patriot BR 181UES (180201481) 18В 2х2Ач Li-Ion 2 АКБ и ЗУ,5177.0
967201,"Перфоратор электрический Patriot RH 265Q (140301330) 800 Вт 2,8 Дж SDS-plus",4840.0
759075,Набор пневмоинструмента окрасочного Patriot (830901060) KIT 5A для компрессоров 5 предметов,2390.0
136377,Штроборез электрический Bosch GNF 35 CA (601621708) 1400 Вт d150 мм без дисков,74776.0
633387,Пила сабельная аккумуляторная DeWalt DCS367N-XJ 18В Li-Ion без АКБ и ЗУ,25700.0
504742,"Перфоратор электрический Интерскол П-24/700ЭР (160.1.2.23) 720 Вт 2,6 Дж SDS-plus",6299.0
633380,Дрель-шуруповерт аккумуляторная DeWalt DCD791NT-XJ 18В Li-Ion без АКБ и ЗУ,14470.0
505054,Пила торцовочная электрическая Metabo KS 216 M sеt Lasercut (690874000) 1350 Вт 216 мм,18374.0
759068,Фильтр воздушный Patriot (830902026) FC 10 для компрессоров,120.0
168284,Шлифмашина угловая электрическая Makita GA4530 720 Вт d115 мм,4829.0
813792,Дрель-миксер электрическая Зубр МР-1400-3 1400 Вт,9250.0
691788,Шланг спиральный Fubag (170024) 10 м нейлон,999.0
615975,Пистолет пневматический Metabo (601579000) BP 10 продувочный,1155.0
161719,Ножовка по дереву Stanley (2-15-594) 380 мм мелкий зуб,2069.0
795203,Шлифмашина угловая электрическая Ресанта УШМ-125/1100 (75/12/3) 1100 Вт d125 мм,4190.0
134902,Дрель-шуруповерт безударная Интерскол ДШ-10/260Э2 (211.1.1.00) 260 Вт,3213.0
153787,Фрезер электрический Einhell ТЕ-RO 1255 E (4350490) 1200 Вт,9156.0
153709,"Отбойный молоток электрический Makita HM0870C 1100 Вт 11,4 Дж SDS-max",28910.0
681521,Ножовка по дереву КМ 350 мм 7 зуб/дюйм крупный зуб,533.0
825651,"Компрессор масляный Вихрь (74/3/8) КМП-240/50 50 л 1,6 кВт",12141.0
